0 11.500123572368963 -3460.93269561 2.843877166 0.0 0.0 0.0 2.843877166 0.0 1.421938583 1.421938583 1.421938583
1 12.359218972784399 -3460.86842668 3.05632594 0.0 0.0 0.0 2.843877668 0.0 1.421937306 1.421937306 1.421937306
2 12.359218972784399 -3460.8751619 3.05632594 0.0 0.0 -0.07385306 2.843877668 0.0 1.421937306 1.421937306 1.421937306
3 12.035829974465706 -3460.8879371 3.05632594 0.0 0.0 -0.07385306 2.7694653 0.0 1.421937306 1.421937306 1.421937306
4 12.035829974465706 -3460.88867127 3.05632594 0.0 0.0 -0.07385306 2.7694653 0.0 1.540177387 1.421937306 1.421937306
5 12.035829974465706 -3460.8852829 3.05632594 0.0 0.0 -0.07385306 2.7694653 0.0 1.540177387 1.445752197 1.421937306
6 12.33452419009191 -3460.86953146 3.05632594 0.0 0.0 -0.07385306 2.7694653 0.0 1.540177387 1.445752197 1.457225645
7 11.710854885156705 -3460.88189237 2.901785028 0.0 0.0 -0.073853331 2.769466533 0.0 1.540177538 1.445753453 1.457227111
8 11.710854885156705 -3460.73911764 2.901785028 0.0 0.0 -0.30376466 2.769466533 0.0 1.540177538 1.445753453 1.457227111
9 11.97631210214088 -3460.76872907 2.901785028 0.0 0.0 -0.30376466 2.83224375 0.0 1.540177538 1.445753453 1.457227111
10 11.97631210214088 -3460.87592559 2.901785028 0.0 0.0 -0.30376466 2.83224375 0.0 1.335204149 1.445753453 1.457227111
11 11.97631210214088 -3460.85017804 2.901785028 0.0 0.0 -0.30376466 2.83224375 0.0 1.335204149 1.263599701 1.457227111
12 11.650732359394071 -3460.85282313 2.901785028 0.0 0.0 -0.30376466 2.83224375 0.0 1.335204149 1.263599701 1.417611942
13 11.490859221601026 -3460.85453078 2.861969735 0.0 0.0 -0.303763744 2.832242455 0.0 1.335206188 1.263599706 1.417610883
14 11.490859221601026 -3460.82127656 2.861969735 0.0 0.0 0.218107852 2.832242455 0.0 1.335206188 1.263599706 1.417610883
